,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
119,Saldanha,85,ZA,1586629095,82,-33.01,17.94,19.0,2.1
120,Barra do Garças,75,BR,1586629071,62,-15.89,-52.26,32.0,1.0
121,El Alto,97,PE,1586629096,100,-4.27,-81.21,17.0,3.6
122,Zhengjiatun,0,CN,1586629097,54,43.51,123.51,5.99,2.27
123,Maroua,99,CM,1586629098,15,10.59,14.32,30.69,2.25
124,Geraldton,29,AU,1586629099,94,-28.77,114.6,21.11,1.5
125,Pangody,100,RU,1586629099,97,65.85,74.49,2.27,7.86
126,Port Elizabeth,100,ZA,1586629046,72,-33.92,25.57,15.0,1.5
127,Ushuaia,75,AR,1586629015,77,-54.8,-68.3,8.0,10.8
128,New Richmond,1,US,1586629101,22,45.12,-92.54,14.44,1.5
129,Leh,17,IN,1586629102,17,34.17,77.58,1.85,0.51
130,Kieta,84,PG,1586629102,79,-6.22,155.63,26.5,1.63
131,Barrow,90,US,1586628898,83,71.29,-156.79,-22.0,4.6
132,Baykit,78,RU,1586628819,94,61.67,96.37,-3.38,1.46
133,Smidovich,46,RU,1586629104,69,48.6,133.82,2.38,2.71
134,Faya,14,SA,1586629105,82,18.39,42.45,18.0,3.1
135,Panabá,12,MX,1586629106,21,21.28,-88.27,38.42,5.19
136,Dwārka,39,IN,1586628826,72,22.24,68.97,26.96,4.57
137,Puerto Peñasco,90,MX,1586629107,63,31.32,-113.53,17.22,4.1
138,Ribeira Brava,75,PT,1586629108,68,32.65,-17.07,18.0,4.6
139,Mīnāb,100,IR,1586629109,78,27.15,57.08,27.0,2.1
140,Arrianá,20,GR,1586629109,76,41.08,25.7,16.67,1.5
141,Tual,17,ID,1586629053,72,-5.67,132.75,28.55,1.53
142,Mirny,20,RU,1586629111,95,62.54,113.96,0.0,8.0
143,Qaqortoq,75,GL,1586629111,20,60.72,-46.03,13.0,11.8
144,Keetmanshoop,0,NA,1586629112,12,-26.58,18.13,31.0,5.7
145,Porto de Moz,97,BR,1586629113,75,-1.75,-52.24,28.42,0.41
146,Pacific Grove,90,US,1586629021,76,36.62,-121.92,14.44,2.6
147,Nanortalik,95,GL,1586629114,69,60.14,-45.24,4.06,12.3
148,Gouyave,20,GD,1586629115,62,12.16,-61.73,30.0,7.7
149,Telimele,39,GN,1586629115,36,10.92,-13.33,32.34,2.02
150,Pak Phanang,31,TH,1586629116,75,8.35,100.2,26.8,1.86
151,Darhan,6,MN,1586629047,33,49.49,105.92,9.15,2.94
152,Mahébourg,40,MU,1586629117,83,-20.41,57.7,25.0,4.6
153,Lavrentiya,99,RU,1586629034,98,65.58,-171.0,-2.31,4.7
154,Gijang,90,KR,1586629119,87,35.24,129.21,9.0,3.6
155,Kiryat Gat,20,IL,1586629119,77,31.61,34.76,16.0,1.0
156,Half Moon Bay,90,US,1586629120,81,37.46,-122.43,15.0,2.1
157,Oodweyne,12,SO,1586629121,28,9.41,45.06,28.63,4.11
158,Hong Kong,40,HK,1586629119,88,22.29,114.16,20.0,3.1
159,Fort-Shevchenko,0,KZ,1586629122,65,44.51,50.26,8.79,4.07
160,Airai,49,TL,1586629123,72,-8.93,125.41,16.09,0.66
161,Obigarm,100,TJ,1586629123,47,38.72,69.71,11.14,2.66
162,San Patricio,40,MX,1586629124,74,19.22,-104.7,30.0,5.1
163,Cam Ranh,20,VN,1586629125,78,11.92,109.16,28.0,0.5
164,Vanimo,66,PG,1586629125,84,-2.67,141.3,26.42,0.72
165,Saint Paul Harbor,90,US,1586629126,77,57.79,-152.41,4.0,7.2
166,Boyolangu,46,ID,1586628868,80,-8.12,111.89,24.83,0.39
167,Feijó,77,BR,1586629127,63,-8.16,-70.35,29.67,0.18
168,Nieuw Amsterdam,40,SR,1586629128,55,5.88,-55.08,32.22,5.1
169,Clyde River,75,CA,1586629129,84,70.47,-68.59,-14.0,7.7
170,Lagoa,0,PT,1586629040,70,39.05,-27.98,16.56,4.76
171,Beringovskiy,94,RU,1586629130,93,63.05,179.32,-13.82,4.92
172,Bushenyi,97,UG,1586629131,60,-0.59,30.21,18.21,1.89
173,Mildura,0,AU,1586629131,65,-34.2,142.15,8.0,2.6
174,Château-Thierry,61,FR,1586629132,40,49.05,3.4,24.44,3.1
175,Shitanjing,0,CN,1586629133,13,39.23,106.34,6.11,1.79
176,Rome,90,US,1586628965,52,43.21,-75.46,7.22,8.7
177,Manali,20,IN,1586629134,79,13.17,80.27,29.44,1.5
178,Paraná,0,AR,1586629135,33,-31.73,-60.52,27.78,1.79
179,Sitka,1,US,1586629135,48,57.05,-135.33,4.0,1.5
180,Lata,75,PT,1586629136,77,40.16,-8.33,16.67,4.1
181,Wajir,55,KE,1586629137,40,1.75,40.06,32.56,6.39
182,Itaqui,0,BR,1586629137,38,-29.13,-56.55,25.34,4.1
183,Tabuk,5,PH,1586629138,83,17.42,121.44,22.54,0.55
184,Boueni,20,YT,1586629139,78,-12.9,45.08,28.0,2.6
185,Alekseyevsk,93,RU,1586629139,93,57.84,108.35,-1.15,1.2
186,San Luis,65,AR,1586629140,31,-33.3,-66.34,23.43,4.51
187,Nabire,87,ID,1586629141,89,-3.37,135.48,25.0,0.94
188,Sisimiut,100,GL,1586629141,81,66.94,-53.67,2.11,2.37
189,Neya,100,RU,1586629142,92,58.3,43.87,-0.45,3.31
190,Atasū,93,KZ,1586629143,51,48.68,71.64,5.86,4.68
191,Poli,75,TZ,1586629143,88,-3.33,36.8,23.0,5.7
192,Fairbanks,1,US,1586628941,79,64.84,-147.72,0.0,1.65
193,Kudahuvadhoo,5,MV,1586629145,63,2.67,72.89,29.59,1.54
194,Cockburn Town,40,TC,1586629146,74,21.46,-71.14,28.0,2.6
195,Tuatapere,89,NZ,1586629146,74,-46.13,167.68,12.22,1.79
196,Sokolo,54,ML,1586629147,17,14.73,-6.12,38.01,4.15
197,Dunedin,78,NZ,1586629148,89,-45.87,170.5,10.56,1.58
198,Alugan,40,PH,1586629148,79,12.22,125.48,25.26,1.1
199,Podgornoye,75,RU,1586629051,55,51.73,39.15,2.0,4.0
200,Beyneu,44,KZ,1586629150,45,45.32,55.2,12.37,2.35
201,Belém,75,BR,1586629150,83,-1.46,-48.5,28.0,3.6
202,Manta,75,EC,1586628908,66,-0.95,-80.73,29.0,2.1
203,Harrison,1,US,1586629152,49,30.41,-89.04,23.0,6.7
204,Nerchinskiy Zavod,0,RU,1586629152,47,51.31,119.61,4.18,0.8
205,Talnakh,75,RU,1586629153,97,69.49,88.4,0.0,16.0
206,Cayenne,75,GF,1586629066,58,4.93,-52.33,31.0,5.7
207,Laas,42,IT,1586629155,37,46.62,10.7,22.0,1.0
208,Cairns,90,AU,1586629037,94,-16.92,145.77,24.0,1.64
209,Khatanga,64,RU,1586629156,92,71.97,102.5,-17.49,4.63
210,Mahibadhoo,17,MV,1586628973,66,3.78,72.97,29.3,0.76
211,Evensk,99,RU,1586629157,88,61.95,159.23,-15.5,2.09
212,Moindou,35,NC,1586629158,93,-21.69,165.68,18.0,2.1
213,Tooele,40,US,1586629159,24,40.53,-112.3,17.0,2.6
214,Udayagiri,3,IN,1586629159,35,20.13,84.38,24.06,1.01
215,São João da Barra,90,BR,1586629160,73,-21.64,-41.05,25.0,5.7
216,Sahuaripa,0,MX,1586629161,16,29.05,-109.23,23.21,4.87
217,Ipixuna,75,BR,1586629161,83,-1.76,-48.8,28.0,3.6
218,Mareeba,90,AU,1586628970,94,-17.0,145.43,24.0,0.69
219,Jiangyou,62,CN,1586629163,45,31.77,104.72,13.88,0.56
220,Yar-Sale,70,RU,1586629163,95,66.83,70.83,-6.78,5.13
221,Kingman,1,US,1586629164,41,35.19,-114.05,19.0,3.1
222,Faanui,100,PF,1586629165,73,-16.48,-151.75,28.3,4.2
223,Horodkivka,22,UA,1586629165,56,49.91,28.98,5.72,3.99
224,Ponta do Sol,75,PT,1586629166,68,32.67,-17.1,18.0,4.6
225,Trelew,4,AR,1586628984,25,-43.25,-65.31,18.39,8.02
226,Dawlatabad,100,AF,1586629167,43,36.41,64.91,21.69,2.93
227,Itarema,100,BR,1586629168,75,-2.92,-39.92,29.14,3.79
228,Tres Arroyos,45,AR,1586629169,35,-38.37,-60.28,23.49,7.01
229,Kosonsoy,90,UZ,1586629169,82,41.26,71.55,13.0,2.1
230,Christchurch,89,NZ,1586629170,100,-43.53,172.63,15.0,3.1
231,Penzance,76,GB,1586629171,63,50.12,-5.54,18.0,1.0
232,Carnarvon,40,AU,1586629172,100,-24.87,113.63,25.0,6.7
233,Zhangjiakou,0,CN,1586629172,35,40.81,114.88,6.42,3.55
234,Qiyang,53,CN,1586629173,84,26.59,111.85,9.33,1.35
235,Houma,1,US,1586629147,56,29.6,-90.72,25.0,6.7
236,Namatanai,84,PG,1586629174,75,-3.67,152.43,27.63,1.87
237,Mana,98,GF,1586629048,63,5.66,-53.78,28.74,4.37
238,Amudat,87,UG,1586629176,28,1.95,34.95,26.22,5.84
239,Anloga,20,GH,1586628966,74,5.79,0.9,30.0,5.1
240,La Asuncion,95,VE,1586629177,55,11.03,-63.86,29.83,7.24
241,Caravelas,45,BR,1586629178,78,-17.71,-39.25,27.7,5.51
242,Inírida,85,CO,1586629178,59,3.87,-67.92,31.6,1.82
243,Benalla,4,AU,1586629156,93,-36.55,145.98,11.67,4.6
244,Maţāy,0,EG,1586629052,25,28.42,30.78,20.18,2.81
245,Apozol,46,MX,1586629180,8,21.48,-103.1,31.41,7.85
246,Chunskiy,1,RU,1586629181,94,56.08,99.63,-1.89,0.79
247,Ratnagiri,43,IN,1586629182,76,16.98,73.3,26.66,2.34
248,Russell,1,US,1586629182,28,32.35,-85.2,22.78,2.1
249,East London,100,ZA,1586629101,74,-33.02,27.91,23.36,5.76
250,Tuma,100,RU,1586629184,87,55.15,40.55,2.22,3.58
251,Iranshahr,100,IR,1586629184,23,27.2,60.68,31.0,2.1
252,Verkhniy Ufaley,75,RU,1586629185,79,56.06,60.23,1.75,1.79
253,Nyaunglebin,45,MM,1586629033,52,17.95,96.73,23.92,1.3
254,Gainesville,1,US,1586628958,36,29.65,-82.32,28.33,4.1
255,Kargasok,56,RU,1586629187,93,59.06,80.86,0.5,3.11
256,Camacha,40,PT,1586629188,77,33.08,-16.33,18.0,7.7
257,Durusu,40,TR,1586629188,93,41.31,28.68,10.56,6.2
258,Pittsburg,90,US,1586628913,71,38.03,-121.88,15.56,3.6
259,Skjervøy,97,NO,1586629190,81,70.03,20.97,1.28,4.33
260,Suşehri,13,TR,1586629190,45,40.16,38.09,4.03,2.79
261,Laurel,1,US,1586628905,30,39.1,-76.85,15.56,8.2
262,Plouzané,3,FR,1586629192,49,48.38,-4.62,21.0,3.1
263,Henties Bay,0,NA,1586629192,58,-22.12,14.28,22.58,4.62
264,Benin,32,BJ,1586629193,28,9.5,2.25,32.84,1.91
265,Panubigan,15,PH,1586629194,69,7.43,123.35,26.43,1.68
266,Estelle,1,US,1586629194,56,29.85,-90.11,25.56,6.2
267,Najrān,40,SA,1586629195,23,17.49,44.13,30.0,5.1
268,Wanlaweyn,54,SO,1586629196,61,2.62,44.89,29.11,6.64
269,Natal,20,BR,1586629013,66,-5.79,-35.21,31.0,5.7
270,Chui,24,UY,1586629197,55,-33.7,-53.46,21.37,2.85
271,Assiut,0,EG,1586629198,36,27.18,31.18,24.0,4.1
272,Tasiilaq,40,GL,1586629199,90,65.61,-37.64,0.0,6.7
273,Klaksvík,100,FO,1586629199,93,62.23,-6.59,7.0,2.6
274,Laguna,90,US,1586629200,77,38.42,-121.42,17.22,3.6
275,Tiznit Province,100,MA,1586629201,60,29.58,-9.5,17.01,3.47
276,Uddevalla,100,SE,1586629201,93,58.35,11.94,5.56,6.7
277,Sistranda,75,NO,1586629202,65,63.73,8.83,7.0,2.1
278,Carutapera,83,BR,1586629203,82,-1.2,-46.02,27.93,3.94
279,Katsuura,75,JP,1586629203,93,35.13,140.3,10.0,5.1
280,Muravlenko,100,RU,1586629204,94,63.79,74.52,1.97,7.24
281,Kaitangata,87,NZ,1586629205,85,-46.28,169.85,10.56,0.45
282,Roald,100,NO,1586629037,87,62.58,6.13,8.33,3.6
283,Lorengau,55,PG,1586629206,75,-2.02,147.27,27.62,1.24
284,Lázaro Cárdenas,11,MX,1586629047,53,17.96,-102.2,29.82,3.73
285,Aswān,0,EG,1586629208,19,24.09,32.91,24.0,7.2
286,Comodoro Rivadavia,20,AR,1586629061,33,-45.87,-67.5,17.0,5.7
287,Katangli,61,RU,1586629065,94,51.71,143.23,-2.04,5.9
288,Yantongshan,0,CN,1586629210,60,43.29,126.01,3.8,2.75
289,Wanning,46,CN,1586629210,89,18.8,110.4,23.93,1.66
290,Barra Patuca,41,HN,1586629211,66,15.8,-84.28,29.4,7.36
291,Bilibino,97,RU,1586629212,89,68.05,166.44,-15.46,0.6
292,Mwingi,49,KE,1586629212,67,-0.93,38.06,20.86,2.3
293,Biak,3,ID,1586629046,73,-0.91,122.88,26.8,3.68
294,Barra de Tecoanapa,42,MX,1586629214,45,16.52,-98.75,31.54,5.1
295,Guadalajara,40,MX,1586629214,13,20.67,-103.33,30.0,3.6
296,São Félix do Xingu,86,BR,1586629215,75,-6.64,-51.99,28.24,2.13
297,Abnūb,0,EG,1586629216,36,27.27,31.15,24.0,4.1
298,Sarkand,49,KZ,1586629217,36,45.41,79.92,8.87,1.72
299,Tūkrah,36,LY,1586629217,70,32.53,20.58,14.96,3.16
300,Rawson,3,AR,1586629218,29,-43.3,-65.1,17.67,7.42
301,Rodeo,90,US,1586629209,71,38.03,-122.27,14.44,3.6
302,Aquiraz,20,BR,1586629219,70,-3.9,-38.39,30.0,4.1
303,Belyy Yar,0,RU,1586629220,85,53.6,91.39,-5.0,3.0
304,Broome,1,US,1586629221,38,42.25,-75.83,8.33,7.7
305,Huejuquilla el Alto,43,MX,1586629221,13,22.6,-103.87,26.07,7.65
306,Chifeng,0,CN,1586629222,41,42.27,118.96,6.26,3.31
307,Kefamenanu,47,ID,1586629223,82,-9.45,124.48,21.22,0.59
308,Menongue,74,AO,1586629223,61,-14.66,17.69,18.74,1.49
309,Vestmannaeyjar,90,IS,1586629027,93,63.44,-20.27,7.0,4.1
310,San Quintín,32,MX,1586629225,64,30.48,-115.95,16.6,6.13
311,Petropavlovsk-Kamchatskiy,20,RU,1586629225,79,53.05,158.65,-4.0,3.0
312,Taksimo,94,RU,1586629226,62,56.34,114.88,1.65,0.49
313,Anito,18,PH,1586629227,79,12.45,125.29,25.14,1.24
314,Mahon,2,ES,1586629228,63,39.89,4.27,17.0,3.1
315,Ngunguru,7,NZ,1586629228,98,-35.62,174.5,12.22,1.79
316,Port Lincoln,59,AU,1586629229,66,-34.73,135.87,13.27,4.18
317,Ulladulla,2,AU,1586629230,50,-35.35,150.47,12.0,7.7
318,Apastovo,100,RU,1586629230,86,55.2,48.51,3.0,4.0
319,Praia,2,CV,1586629231,48,14.92,-23.51,29.0,6.2
320,Hay River,40,CA,1586629232,71,60.82,-115.8,-13.0,3.6
321,Charagua,0,BO,1586629232,23,-19.8,-63.22,28.05,3.29
322,Mandalgovi,0,MN,1586629233,31,45.76,106.27,3.67,4.65
323,Mount Gambier,90,AU,1586629234,71,-37.83,140.77,11.0,2.1
324,Tsiroanomandidy,29,MG,1586629234,56,-18.77,46.03,20.77,1.69
325,Hemnesberget,100,NO,1586629235,91,66.23,13.63,-1.47,2.37
326,Lālmohan,0,BD,1586629236,71,22.34,90.74,28.02,4.84
327,Portree,97,GB,1586629237,86,57.41,-6.19,8.89,3.13
328,Toora-Khem,39,RU,1586629237,61,52.47,96.11,0.39,1.14
329,Palmer,75,US,1586629238,27,42.16,-72.33,11.0,11.8
330,Merrill,1,US,1586629035,30,45.18,-89.68,12.78,4.1
331,Matara,6,LK,1586629239,87,5.95,80.54,25.75,2.56
332,Stokmarknes,98,NO,1586629240,88,68.56,14.91,0.0,0.45
333,Nampula,51,MZ,1586629241,86,-15.12,39.27,20.21,2.29
334,Rincon,40,US,1586629241,28,32.3,-81.24,23.33,3.1
335,Clacton-on-Sea,53,GB,1586629035,45,51.79,1.16,19.0,3.6
336,Jalu,49,LY,1586629243,26,29.03,21.55,19.51,3.94
337,Lüderitz,0,NA,1586629243,49,-26.65,15.16,23.0,4.1
338,Soe,16,ID,1586629035,82,-9.86,124.28,18.34,0.72
339,Velyka Oleksandrivka,33,UA,1586629245,52,47.32,33.3,8.47,3.29
340,Nova Friburgo,87,BR,1586629246,95,-22.28,-42.53,17.22,1.02
341,Saint-Pierre,43,RE,1586629246,78,-21.34,55.48,25.0,2.6
342,Mezen',94,RU,1586629247,96,65.85,44.24,-6.47,1.81
343,Aklavik,20,CA,1586629248,78,68.22,-135.01,-12.0,3.6
344,Leland,1,US,1586629248,26,34.26,-78.04,18.89,0.72
345,Usinsk,6,RU,1586629249,94,65.99,57.53,-9.6,1.51
346,Yamada,12,JP,1586629250,75,39.47,141.95,3.5,2.63
347,Jega,82,NG,1586629251,15,12.22,4.38,36.16,2.3
348,Terney,0,RU,1586629251,91,45.05,136.61,-2.94,2.79
349,Sørland,100,NO,1586629252,79,67.67,12.69,1.79,3.68
350,Ajdabiya,100,LY,1586629044,52,30.76,20.23,17.31,6.64
351,Saint Andrews,20,US,1586629253,22,34.05,-81.13,21.67,3.6
352,Korla,17,CN,1586629254,44,41.76,86.15,12.78,2.68
353,Tripoli,49,LY,1586629255,61,32.88,13.19,17.5,8.88
354,Port Augusta,40,AU,1586629255,67,-32.5,137.77,14.0,4.6
355,Mehamn,92,NO,1586629256,89,71.04,27.85,-5.11,0.76
356,Urubichá,0,BO,1586629257,28,-15.38,-62.95,32.93,1.24
357,Kolondiéba,53,ML,1586629257,18,11.09,-6.89,37.02,1.35
358,Portland,75,US,1586629062,57,45.52,-122.68,12.78,0.67
359,Pemba,20,MZ,1586629259,78,-12.97,40.52,27.0,4.6
360,Fort Nelson,75,CA,1586629259,58,58.81,-122.7,-4.0,1.5
361,Skibbereen,20,IE,1586629260,67,51.55,-9.27,17.0,2.6
362,La Providencia,0,MX,1586629261,52,28.72,-111.58,22.22,1.79
363,Paita,98,PE,1586629261,100,-5.09,-81.11,17.0,3.6
364,Taitung City,90,TW,1586629262,69,22.76,121.14,23.04,2.15
365,Kaeo,27,NZ,1586629263,93,-35.1,173.78,12.78,4.14
366,Cabo San Lucas,40,MX,1586629204,49,22.89,-109.91,25.0,10.3
367,Cidreira,18,BR,1586629264,56,-30.18,-50.21,21.9,3.38
368,Chhor,93,PK,1586629265,20,25.52,69.77,33.71,5.4
369,Nanchang,75,CN,1586629058,83,28.68,115.88,10.28,2.53
370,Gorom-Gorom,79,BF,1586629266,17,14.44,-0.24,36.62,4.39
371,Rio Brilhante,0,BR,1586629267,35,-21.8,-54.55,28.98,0.58
372,Paamiut,94,GL,1586629268,71,61.99,-49.67,4.59,2.65
